Time-Stamp, Data-Prefix, Data-Size, Information loss, Average-Risk, Lowest-Risk, Highest-Risk, Avg EquivClassSize, Max EquivClassSize, NumOfEquivClasses, NumOfRecordsSuppressedRecords, NumOfSuppressedRecords, privacyModel1, privacyModel2
2023-11-21 15:59:11.271, zfkd_, 10, 1.0000000000000004, 0.0, 0.0, 0.0, 0, 0, 0, 10, 10, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:13.397, zfkd_, 100, 0.5469834823294009, 0.20731707317073172, 0.1, 0.3333333333333333, 4, 10, 17, 100, 18, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:13.415, zfkd_, 100, 0.3844325397410919, 0.16049382716049382, 0.06666666666666667, 0.3333333333333333, 6, 15, 13, 100, 19, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:13.444, zfkd_, 100, 0.5015025154158086, 0.12903225806451613, 0.05555555555555555, 0.3333333333333333, 7, 18, 12, 100, 7, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:13.464, zfkd_, 100, 0.5748015748023625, 0.2631578947368421, 0.2, 0.3333333333333333, 3, 5, 20, 100, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:13.482, zfkd_, 100, 0.5748015748023625, 0.2631578947368421, 0.2, 0.3333333333333333, 3, 5, 20, 100, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:13.496, zfkd_, 100, 0.5748015748023625, 0.2631578947368421, 0.2, 0.3333333333333333, 3, 5, 20, 100, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:13.514, zfkd_, 100, 0.5469834823294009, 0.20731707317073172, 0.1, 0.3333333333333333, 4, 10, 17, 100, 18, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:13.542, zfkd_, 100, 0.3844325397410919, 0.16049382716049382, 0.06666666666666667, 0.3333333333333333, 6, 15, 13, 100, 19, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:13.551, zfkd_, 100, 0.5015025154158086, 0.12903225806451613, 0.05555555555555555, 0.3333333333333333, 7, 18, 12, 100, 7, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:13.657, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:13.686, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:13.711, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:13.744, zfkd_, 1000, 0.17327970181691033, 0.10256410256410256, 0.030303030303030304, 0.3333333333333333, 9, 33, 96, 1000, 64, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:13.787, zfkd_, 1000, 0.1623615740109532, 0.05737704918032788, 0.013333333333333334, 0.3333333333333333, 17, 75, 56, 1000, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:13.8, zfkd_, 1000, 0.4261837188805655, 0.07222787385554424, 0.027777777777777776, 0.3333333333333333, 13, 36, 71, 1000, 17, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:13.852, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:13.865, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:13.889, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:13.915, zfkd_, 1000, 0.17327970181691033, 0.10256410256410256, 0.030303030303030304, 0.3333333333333333, 9, 33, 96, 1000, 64, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:13.945, zfkd_, 1000, 0.1623615740109532, 0.05737704918032788, 0.013333333333333334, 0.3333333333333333, 17, 75, 56, 1000, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:13.96, zfkd_, 1000, 0.4261837188805655, 0.07222787385554424, 0.027777777777777776, 0.3333333333333333, 13, 36, 71, 1000, 17, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:14.022, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:14.039, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:14.071, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:14.089, zfkd_, 1000, 0.17327970181691033, 0.10256410256410256, 0.030303030303030304, 0.3333333333333333, 9, 33, 96, 1000, 64, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:14.104, zfkd_, 1000, 0.1623615740109532, 0.05737704918032788, 0.013333333333333334, 0.3333333333333333, 17, 75, 56, 1000, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:14.219, zfkd_, 1000, 0.4261837188805655, 0.07222787385554424, 0.027777777777777776, 0.3333333333333333, 13, 36, 71, 1000, 17, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:14.25, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:14.311, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:14.322, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:14.353, zfkd_, 1000, 0.17327970181691033, 0.10256410256410256, 0.030303030303030304, 0.3333333333333333, 9, 33, 96, 1000, 64, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:14.366, zfkd_, 1000, 0.1623615740109532, 0.05737704918032788, 0.013333333333333334, 0.3333333333333333, 17, 75, 56, 1000, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:14.385, zfkd_, 1000, 0.4261837188805655, 0.07222787385554424, 0.027777777777777776, 0.3333333333333333, 13, 36, 71, 1000, 17, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:14.415, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:14.664, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:14.675, zfkd_, 1000, 0.19237287505435985, 0.12899669239250275, 0.043478260869565216, 0.3333333333333333, 7, 23, 117, 1000, 93, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:14.701, zfkd_, 1000, 0.17327970181691033, 0.10256410256410256, 0.030303030303030304, 0.3333333333333333, 9, 33, 96, 1000, 64, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:14.731, zfkd_, 1000, 0.1623615740109532, 0.05737704918032788, 0.013333333333333334, 0.3333333333333333, 17, 75, 56, 1000, 24, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:14.786, zfkd_, 1000, 0.4261837188805655, 0.07222787385554424, 0.027777777777777776, 0.3333333333333333, 13, 36, 71, 1000, 17, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:14.94, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:14.957, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:14.997, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:15.016, zfkd_, 5000, 0.05726651171296293, 0.08736863795590356, 0.02, 0.3333333333333333, 11, 50, 424, 5000, 147, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:15.073, zfkd_, 5000, 0.11109977170386842, 0.025893215576073866, 0.005025125628140704, 0.3333333333333333, 38, 199, 129, 5000, 18, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:15.118, zfkd_, 5000, 0.4150618361046985, 0.017821385662795355, 0.006493506493506494, 0.3333333333333333, 56, 154, 89, 5000, 6, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:15.146, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:15.176, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:15.203, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:15.232, zfkd_, 5000, 0.05726651171296293, 0.08736863795590356, 0.02, 0.3333333333333333, 11, 50, 424, 5000, 147, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
2023-11-21 15:59:15.26, zfkd_, 5000, 0.11109977170386842, 0.025893215576073866, 0.005025125628140704, 0.3333333333333333, 38, 199, 129, 5000, 18, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]4, [Inzidenzort, Age]4
2023-11-21 15:59:15.332, zfkd_, 5000, 0.4150618361046985, 0.017821385662795355, 0.006493506493506494, 0.3333333333333333, 56, 154, 89, 5000, 6, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]5, [Inzidenzort, Age]4
2023-11-21 15:59:15.469, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]0, [Inzidenzort, Age]4
2023-11-21 15:59:15.525, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]1, [Inzidenzort, Age]4
2023-11-21 15:59:15.802, zfkd_, 5000, 0.06413726433529243, 0.06809378185524975, 0.022727272727272728, 0.3333333333333333, 14, 44, 334, 5000, 95, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]2, [Inzidenzort, Age]4
2023-11-21 15:59:15.88, zfkd_, 5000, 0.05726651171296293, 0.08736863795590356, 0.02, 0.3333333333333333, 11, 50, 424, 5000, 147, (0.5)-avg-reidentification-risk, 3-anonymity, [Inzidenzort, Age]3, [Inzidenzort, Age]4
